110.0 	0.1257
110.5 	0.1241
111.0 	0.1225
111.5 	0.1209
112.0 	0.1194
112.5 	0.1179
113.0 	0.1164
113.5 	0.1149
114.0 	0.1134
114.5 	0.1120
115.0 	0.1106
115.5 	0.1092
116.0 	0.1078
116.5 	0.1065
117.0 	0.1051
117.5 	0.1038
118.0 	0.1025
118.5 	0.1013
119.0 	0.1000
119.5 	0.0988
120.0 	0.0976
120.5 	0.0964
121.0 	0.0952
121.5 	0.0940
122.0 	0.0929
122.5 	0.0917
123.0 	0.0906
123.5 	0.0895
124.0 	0.0885
124.5 	0.0874
125.0 	0.0863
125.5 	0.0853
126.0 	0.0843
126.5 	0.0833
127.0 	0.0823
127.5 	0.0813
128.0 	0.0803
128.5 	0.0794
129.0 	0.0784
129.5 	0.0775
130.0 	0.0766
130.5 	0.0757
131.0 	0.0748
131.5 	0.0739
132.0 	0.0730
132.5 	0.0722
133.0 	0.0714
133.5 	0.0705
134.0 	0.0697
134.5 	0.0689
135.0 	0.0681
135.5 	0.0673
136.0 	0.0665
136.5 	0.0658
137.0 	0.0650
137.5 	0.0643
138.0 	0.0636
138.5 	0.0628
139.0 	0.0621
139.5 	0.0614
140.0 	0.0607
141.0 	0.0594
142.0 	0.0581
143.0 	0.0568
144.0 	0.0556
145.0 	0.0544
146.0 	0.0532
147.0 	0.0520
148.0 	0.0509
149.0 	0.0498
150.0 	0.0487
151.0 	0.0477
152.0 	0.0466
153.0 	0.0456
154.0 	0.0447
155.0 	0.0437
156.0 	0.0428
157.0 	0.0419
158.0 	0.0411
159.0 	0.0402
160.0 	0.0394
162.0 	0.0378
164.0 	0.0363
165.0 	0.0356
166.0 	0.0349
168.0 	0.0335
170.0 	0.0322
172.0 	0.0309
174.0 	0.0298
175.0 	0.0292
176.0 	0.0286
178.0 	0.0276
180.0 	0.0265
182.0 	0.0255
184.0 	0.0246
185.0 	0.0241
186.0 	0.0237
188.0 	0.0229
190.0 	0.0221
192.0 	0.0213
194.0 	0.0205
195.0 	0.0202
196.0 	0.0198
198.0 	0.0191
200.0 	0.0185
202.0 	0.0179
204.0 	0.0173
206.0 	0.0167
208.0 	0.0162
210.0 	0.0156
212.0 	0.0151
214.0 	0.0146
216.0 	0.0142
218.0 	0.0137
220.0 	0.0133
222.0 	0.0129
224.0 	0.0125
226.0 	0.0121
228.0 	0.0118
230.0 	0.0114
232.0 	0.0111
234.0 	0.0108
236.0 	0.0105
238.0 	0.0102
240.0 	0.0099
242.0 	0.0096
244.0 	0.0093
246.0 	0.0091
248.0 	0.0088
250.0 	0.0086
252.0 	0.0084
254.0 	0.0081
256.0 	0.0079
258.0 	0.0077
260.0 	0.0075
262.0 	0.0073
264.0 	0.0071
266.0 	0.0070
268.0 	0.0068
270.0 	0.0066
272.0 	0.0065
274.0 	0.0063
276.0 	0.0062
278.0 	0.0060
280.0 	0.0059
282.0 	0.0058
284.0 	0.0056
286.0 	0.0055
288.0 	0.0054
290.0 	0.0053
295.0 	0.0050
300.0 	0.0047 
